	Chromosome	Position	28RT_T1_vs_28RT_PBMC.tumour
1_1091167	1	1091167	-0.634251811206759
1_1091290	1	1091290	-0.961097790226246
1_1091576	1	1091576	-0.42829298525873
1_1180168	1	1180168	-0.91379207544789
1_1180802	1	1180802	-0.925666175736182
1_1185041	1	1185041	-1.13675215173594
1_1185051	1	1185051	-1.22923306775291
1_1185123	1	1185123	-1.02712766056144
1_1188877	1	1188877	-0.697586381564206
1_1194632	1	1194632	-0.861662307309831
1_1196705	1	1196705	-0.835914538112179
1_1197558	1	1197558	-0.707152358254206
1_1197586	1	1197586	-0.889418902435903
1_1197745	1	1197745	-0.997488170121569
1_1203822	1	1203822	-0.938318393603587
1_1203836	1	1203836	-0.92894726662254
1_1203871	1	1203871	-1.04290729488079
1_1204015	1	1204015	-1.03509837167002
1_1204185	1	1204185	-0.970186764088
1_1206396	1	1206396	-0.884030120338285
1_1211585	1	1211585	-1.15075900972982
1_1211644	1	1211644	-0.639797090452442
1_1212898	1	1212898	-0.974216129523001
1_1213249	1	1213249	-0.837808125696012
1_1213734	1	1213734	-0.577156371173213
1_1214100	1	1214100	-0.778013232167416
1_1217629	1	1217629	-1.11418439483067
1_1218703	1	1218703	-1.01269027733764
1_1218967	1	1218967	-0.838942230809748
1_1228651	1	1228651	-0.979287119070423
1_1228685	1	1228685	-0.495759530622227
1_1232416	1	1232416	-0.739671782931221
1_1232800	1	1232800	-0.686090742726377
1_1242506	1	1242506	-0.937443343512535
1_1242516	1	1242516	-1.11641989395781
1_1242601	1	1242601	-0.880412398476156
1_1242864	1	1242864	-0.892541620193803
1_1242871	1	1242871	-0.733396457504733
1_1242875	1	1242875	-0.891409650703883
1_1242886	1	1242886	-0.886389393212208
1_1243468	1	1243468	-0.964722003611189
1_1244420	1	1244420	-0.523361242688268
1_1246651	1	1246651	-1.01325548597989
1_1255392	1	1255392	-0.937443343512535
1_1262318	1	1262318	-1.02712766056144
1_1266173	1	1266173	-1.12456715497005
1_1266225	1	1266225	-0.871122636558897
1_1284021	1	1284021	-0.784065902289674
1_1285442	1	1285442	-0.453167653897759
1_1285529	1	1285529	-0.437411629869653
1_1285594	1	1285594	-0.609049706962548
1_1286150	1	1286150	-0.971151454890169
1_1286952	1	1286952	-0.700097600720256
1_1287578	1	1287578	-1.04104763800121
1_1287983	1	1287983	-1.10293048463921
1_1288005	1	1288005	-1.04866082211108
1_1290683	1	1290683	-0.525317439653594
1_1290687	1	1290687	-0.569277077743626
1_1291289	1	1291289	-0.832311483577421
1_1291310	1	1291310	-0.901296623469555
1_1291396	1	1291396	-0.525626070533131
1_1294498	1	1294498	-0.588243419328232
1_1296589	1	1296589	-0.737621043366459
1_1309258	1	1309258	-0.691327391092524
1_1310642	1	1310642	-0.788660476366924
1_1310993	1	1310993	-1.13553827279105
1_1311058	1	1311058	-1.21540521389762
1_1311467	1	1311467	-1.1942376463967
1_1311527	1	1311527	-0.876193626106319
1_1311620	1	1311620	-1.08662867231011
1_1312114	1	1312114	-0.857702120796576
1_1313527	1	1313527	-0.414788720908982
1_1313807	1	1313807	-0.671591173031261
1_1315577	1	1315577	-1.64956486670126
1_1319056	1	1319056	-0.720500773512208
1_1319063	1	1319063	-0.716147976582556
1_1327457	1	1327457	-1.11658189441173
1_1327560	1	1327560	-0.898851942078947
1_1327577	1	1327577	-0.672117800173772
1_1327705	1	1327705	-0.711625834833514
1_1331666	1	1331666	-0.339915101592337
1_1332116	1	1332116	-1.28354418763073
1_1332124	1	1332124	-1.13468080171625
1_1332226	1	1332226	-0.869690681065765
1_1332271	1	1332271	-0.94912514856017
1_1332677	1	1332677	-0.714659894923147
1_1333466	1	1333466	-0.777644680615817
1_1334123	1	1334123	-0.816674852536521
1_1334174	1	1334174	-0.776288551697955
1_1334422	1	1334422	-0.931847157128335
1_1336134	1	1336134	-0.180450694666626
1_1336256	1	1336256	-0.498463739550605
1_1336473	1	1336473	-0.658345752243472
1_1338022	1	1338022	-0.887724603896027
1_1339592	1	1339592	-0.918098252939546
1_1340503	1	1340503	-0.992193870452056
1_1342153	1	1342153	-0.823594266476312
1_1353897	1	1353897	-0.884994811140455
1_1354066	1	1354066	-0.995418800834105
1_1355028	1	1355028	-0.636534918252144
1_1387355	1	1387355	-0.726732727223722
1_1393431	1	1393431	-0.670409120494107
1_1399095	1	1399095	-0.884030120338285
1_1405744	1	1405744	-0.971492961588625
1_1405858	1	1405858	-1.05491981258277
1_1419135	1	1419135	-0.701197635116585
1_1419136	1	1419136	-0.666394941385457
1_1419158	1	1419158	-0.691327391092524
1_1419399	1	1419399	-1.09296092113382
1_1419540	1	1419540	-0.94912514856017
1_1420066	1	1420066	-1.09417548136345
1_1420173	1	1420173	-0.657893850895725
1_1420283	1	1420283	-0.589229203473787
1_1420931	1	1420931	-0.651444599919485
1_1426164	1	1426164	-1.01186090390813
1_1426253	1	1426253	-1.40617017436059
1_1426316	1	1426316	-1.11087621855678
1_1426353	1	1426353	-1.14706452617208
1_1434873	1	1434873	-0.774627417328034
1_1434897	1	1434897	-0.705456067593308
1_1434899	1	1434899	-0.759300589680153
1_1436888	1	1436888	-0.741892534394728
1_1436889	1	1436889	-0.785626416277291
1_1437061	1	1437061	-0.899372113363071
1_1437288	1	1437288	-0.821117536184099
1_1439581	1	1439581	-0.997488170121569
1_1439682	1	1439682	-0.911323115847786
1_1439715	1	1439715	-1.06233575900816
1_1452367	1	1452367	-0.617919240084797
1_1455506	1	1455506	-1.13198920570998
1_1455812	1	1455812	-1.04310129676918
1_1455828	1	1455828	-1.06063346377716
1_1457141	1	1457141	-0.774038442002079
1_1457142	1	1457142	-0.827446591971918
1_1460831	1	1460831	-0.668224321932863
1_1460864	1	1460864	-0.823594266476312
1_1468408	1	1468408	-0.713057790326646
1_1468434	1	1468434	-0.749816340336764
1_1477343	1	1477343	-0.989767133057516
1_1478568	1	1478568	-0.752727935756667
1_1485152	1	1485152	-0.526892147877122
1_1485808	1	1485808	-0.515471971113979
1_1487887	1	1487887	-0.588243419328232
1_1489782	1	1489782	-1.36416264783901
1_1490287	1	1490287	-0.94912514856017
1_1490346	1	1490346	-0.979498797603689
1_1490373	1	1490373	-1.0620192049661
1_1495604	1	1495604	-0.875124567116394
1_1495695	1	1495695	-0.917416288832832
1_1495725	1	1495725	-1.10666642554665
1_1495783	1	1495783	-1.5130260337535
1_1495793	1	1495793	-1.27105324344753
1_1512312	1	1512312	-0.3276367718139
1_1523889	1	1523889	-0.658535020205815
1_1533961	1	1533961	-1.08342624027176
1_1535427	1	1535427	-1.27843277381313
1_1535428	1	1535428	-1.26363577188505
1_1544894	1	1544894	-0.879416176748766
1_1599902	1	1599902	-1.07111567293878
1_1615755	1	1615755	-0.903321458947046
1_1615856	1	1615856	-1.37736214559387
1_1615869	1	1615869	-1.21873220831745
1_1616572	1	1616572	-0.643498866001909
1_1623412	1	1623412	-0.795415733164717
1_1623829	1	1623829	-1.08036968183842
1_1623847	1	1623847	-1.08342624027176
1_1625566	1	1625566	-1.30059751906155
1_1627150	1	1627150	-0.836231092154237
1_1627322	1	1627322	-0.802283760230899
1_1629261	1	1629261	-0.483461576211359
1_1630322	1	1630322	-1.10524435047745
1_1632438	1	1632438	-1.1667165836328
1_1636993	1	1636993	-1.15075900972982
1_1637828	1	1637828	-1.81854103875003
1_1665856	1	1665856	-0.710965411365406
1_1669706	1	1669706	-0.972584121384159
1_1704310	1	1704310	-0.816674852536521
1_1719368	1	1719368	-1.18359040219719
1_1732521	1	1732521	-0.706554845286092
1_1752910	1	1752910	-1.38406220527672
1_1754628	1	1754628	-1.10220447856456
1_1754642	1	1754642	-0.970186764088
1_1757280	1	1757280	-1.07311386583562
1_1759105	1	1759105	-0.446624808030987
1_1762005	1	1762005	-0.92894726662254
1_1815818	1	1815818	-0.762356636954444
1_1891375	1	1891375	-0.79712205511512
1_1915326	1	1915326	-0.900215548079224
1_1916540	1	1916540	-0.303790029859533
1_1916792	1	1916792	-0.667354180144791
1_1918513	1	1918513	-1.00801883761374
1_1923136	1	1923136	-1.21591168925507
1_1923140	1	1923140	-1.37654637229485
1_1923904	1	1923904	-0.649564866701262
1_1924451	1	1924451	-0.252905896737273
1_1926326	1	1926326	-0.884994811140455
1_1926457	1	1926457	-0.58958276187303
1_1926661	1	1926661	-1.01140942681451
1_1926722	1	1926722	-0.858927339588592
1_1942086	1	1942086	-0.617919240084797
1_1944420	1	1944420	-0.667943396016117
1_1956754	1	1956754	-1.50272347837199
1_1964940	1	1964940	-0.972208761673212
1_1966450	1	1966450	-0.646198015602864
1_1966521	1	1966521	-0.907304972865543
1_1968644	1	1968644	-1.44097824488985
1_1968772	1	1968772	-1.36416264783901
1_1970690	1	1970690	-0.94912514856017
1_1970786	1	1970786	-0.844788488745435
1_1972962	1	1972962	-0.76068005914706
1_1974028	1	1974028	-0.932637025771601
1_1985090	1	1985090	-1.03091923972382
1_2023748	1	2023748	-0.609638682288503
1_2024324	1	2024324	-0.937809835332336
1_2024503	1	2024503	-0.884994811140455
1_2024579	1	2024579	-1.00924614099774
1_2025598	1	2025598	-1.03065503405677
1_2025673	1	2025673	-1.01052569322431
1_2029235	1	2029235	-0.691967309063046
1_2029675	1	2029675	-0.910651000745535
1_2030027	1	2030027	-1.14616199561972
1_2056554	1	2056554	-0.48678193450297
1_2059575	1	2059575	-0.996430863338527
1_2074688	1	2074688	-0.779200147117858
1_2169339	1	2169339	-0.712085951259321
1_2169401	1	2169401	-0.518980756891118
1_2169539	1	2169539	-0.94912514856017
1_2169545	1	2169545	-1.03839248665726
1_2180521	1	2180521	-1.01325548597989
1_2181939	1	2181939	-0.761755012658449
1_2182126	1	2182126	-0.647469448699069
1_2182337	1	2182337	-0.779200147117858
1_2182380	1	2182380	-1.02367210192522
1_2182443	1	2182443	-1.11471121427815
1_2182461	1	2182461	-0.930977801849911
1_2182465	1	2182465	-0.866662988368197
1_2190570	1	2190570	-1.2996223956443
1_2198019	1	2198019	-1.11471121427815
1_2201209	1	2201209	-0.617503657468964
1_2229237	1	2229237	-0.896657728666035
1_2240778	1	2240778	-0.514722324414396
1_2303882	1	2303882	-0.972971890514538
1_2303939	1	2303939	-1.03658798981051
1_2304552	1	2304552	-0.94912514856017
1_2306103	1	2306103	-0.751185770948261
1_2321534	1	2321534	-0.477504120914959
1_2332683	1	2332683	-0.579891338894451
1_2332752	1	2332752	-0.48517804880038
1_2358704	1	2358704	-0.501666171588949
1_2379143	1	2379143	-0.67951808880289
1_2403103	1	2403103	-0.936846818781734
1_2405080	1	2405080	-0.271053243447533
1_2406784	1	2406784	-0.927098842230171
1_2406885	1	2406885	-1.3276367718139
1_2408773	1	2408773	-0.669971077363099
1_2412497	1	2412497	-0.730944978510637
1_2427689	1	2427689	-0.703214920517585
1_2430360	1	2430360	-0.508552557174189
1_2430393	1	2430393	-0.882010952701633
1_2489840	1	2489840	-0.653669265033999
1_2491211	1	2491211	-0.761498145384399
1_2494907	1	2494907	-0.644270567031749
1_2496979	1	2496979	-1.06233575900816
1_2499031	1	2499031	-0.61897654686784
1_2499660	1	2499660	-0.889418902435903
1_2502162	1	2502162	-0.686090742726377
1_2502203	1	2502203	-1.06941938227788
1_2502535	1	2502535	-0.980834008287508
1_2502732	1	2502732	-1.05100476257938
1_2504255	1	2504255	-0.831768197922012
1_2504662	1	2504662	-0.203697975645768
1_2504832	1	2504832	-0.408556767197468
1_2504866	1	2504866	-0.424463158106828
1_2520751	1	2520751	-0.94912514856017
1_2520882	1	2520882	-1.09687876900386
1_2521922	1	2521922	-0.405982823533641
1_2526571	1	2526571	-0.99887818375727
1_2529533	1	2529533	-0.872503866957258
1_2529549	1	2529549	-0.886661061613517
1_2529768	1	2529768	-0.716951706431137
1_2529825	1	2529825	-0.465523362798255
1_2530132	1	2530132	-0.987944397450699
1_2556673	1	2556673	-0.507120601681057
1_2559170	1	2559170	-1.11418439483067
1_2559173	1	2559173	-1.10958982075342
1_2559459	1	2559459	-0.870269727848931
1_2559483	1	2559483	-0.839896078805412
1_2559621	1	2559621	-0.524985442174074
1_2559632	1	2559632	-0.525626070533131
1_2559902	1	2559902	-0.980834008287508
1_2588536	1	2588536	-0.882010952701633
1_2591576	1	2591576	-0.775793545674609
1_2591973	1	2591973	-0.893630035968467
1_2592689	1	2592689	-0.788660476366924
1_2593833	1	2593833	-0.634251811206759
1_2596033	1	2596033	-1.06233575900816
1_2596615	1	2596615	-0.923590056453033
1_2606261	1	2606261	-0.94912514856017
1_2609829	1	2609829	-0.729812120155694
1_2609830	1	2609830	-0.693286244130581
1_2644433	1	2644433	-0.507120601681057
1_2783654	1	2783654	-0.980603380033338
1_2785877	1	2785877	-0.686090742726377
1_2787490	1	2787490	-0.451625489089354
1_2789597	1	2789597	-0.959694390270358
1_2800342	1	2800342	-0.76409325472765
1_2800478	1	2800478	-1.34767452505045
1_2800484	1	2800484	-1.28699478731655
1_2800545	1	2800545	-1.27105324344753
1_2800790	1	2800790	-1.20628298805729
1_3021701	1	3021701	-0.976605884982278
1_3021858	1	3021858	-0.643022020834491
1_3021860	1	3021860	-0.616549809473299
1_3022005	1	3022005	-0.434551975730412
1_3022574	1	3022574	-1.12218985753305
1_3186480	1	3186480	-0.897899825204997
1_3385157	1	3385157	-0.79712205511512
1_3386696	1	3386696	-0.461331306846012
1_3396544	1	3396544	-1.00924614099774
1_3405509	1	3405509	-0.456085137280053
1_3411623	1	3411623	-0.434551975730412
1_3411715	1	3411715	-0.76855290291835
1_3411881	1	3411881	-0.29530078969421
1_3412576	1	3412576	-1.12218985753305
1_3412736	1	3412736	-1.27105324344753
1_3425743	1	3425743	-1.31169522794488
1_3426071	1	3426071	-0.782475279150719
1_3426095	1	3426095	-0.89163965389941
1_3430956	1	3430956	-1.05930806631059
1_3431048	1	3431048	-0.961508873016003
1_3432131	1	3432131	-1.01729665120175
1_3463266	1	3463266	-0.639169695338884
1_3463493	1	3463493	-1.38352797270595
1_3469503	1	3469503	-0.481999138132872
1_3471739	1	3471739	-0.887724603896027
1_3473444	1	3473444	-0.785626416277291
1_3477892	1	3477892	-1.04866082211108
1_3478424	1	3478424	-0.896657728666035
1_3478612	1	3478612	-1.22923306775291
1_3479532	1	3479532	-0.769575728229458
1_3480485	1	3480485	-0.339915101592337
1_3492645	1	3492645	-1.11262388084305
1_3492682	1	3492682	-1.19305073144626
1_3492708	1	3492708	-1.2185858235534
1_3493846	1	3493846	-1.11058857125429
1_3494017	1	3494017	-0.94912514856017
1_3494371	1	3494371	-0.970186764088
1_3495901	1	3495901	-1.08157544458382
1_3495957	1	3495957	-0.974660240667308
1_3496003	1	3496003	-1.13675215173594
1_3497541	1	3497541	-1.28170048764704
1_3499682	1	3499682	-1.35678311747342
1_3499709	1	3499709	-1.35630053006604
1_3499885	1	3499885	-1.08905540970465
1_3501081	1	3501081	-1.07588229084611
1_3501198	1	3501198	-1.11905015000248
1_3505283	1	3505283	-1.12421185511826
1_3505549	1	3505549	-1.03401404614668
1_3508619	1	3508619	-0.686090742726377
1_3510787	1	3510787	-1.40284311600307
1_3514574	1	3514574	-0.762712024329289
1_3514671	1	3514671	-1.19013324806397
1_3515498	1	3515498	-0.89163965389941
1_3524189	1	3524189	-1.35511750823601
1_3547098	1	3547098	-1.04104763800121
1_3595444	1	3595444	-1.07014054952154
1_3602546	1	3602546	-1.31727626020818
1_3631426	1	3631426	-0.581393364059683
1_3722203	1	3722203	-0.393909991233066
1_3727147	1	3727147	-1.30276210317487
1_3752608	1	3752608	-0.811621624810235
1_3752637	1	3752637	-1.016869755196
1_3752792	1	3752792	-1.46369832138993
1_3755518	1	3755518	-0.909232421436658
1_3756820	1	3756820	-1.26579751799604
1_3761290	1	3761290	-0.631934972679471
1_3761369	1	3761369	-1.01213494608597
1_3762639	1	3762639	-1.22330011199916
1_3763322	1	3763322	-0.923129940027226
1_3763538	1	3763538	-1.09271600218902
1_3763769	1	3763769	-1.19528573582957
1_3767350	1	3767350	-1.40480463233636
1_3769851	1	3769851	-1.13198920570998
1_3771308	1	3771308	-1.2516879185806
1_3782760	1	3782760	-0.834954128640859
1_3786945	1	3786945	-1.12497498395959
1_3787134	1	3787134	-1.02091583162818
1_3795946	1	3795946	-0.897594847920088
1_3815395	1	3815395	-0.65314032092509
1_3815444	1	3815444	-0.779200147117858
1_3823504	1	3823504	-0.805389671098721
1_3829360	1	3829360	-1.0704314447823
1_3829920	1	3829920	-0.792399644872717
1_3833933	1	3833933	-0.550207314644604
1_3835070	1	3835070	-1.06669474494135
1_3836504	1	3836504	-0.830480652061551
1_3839111	1	3839111	-0.603989662511483
1_3839662	1	3839662	-0.775976246243572
1_3839755	1	3839755	-0.697586381564206
1_3847485	1	3847485	-0.99859382482447
1_3851795	1	3851795	-1.24190689778802
1_3883554	1	3883554	-0.552703327448674
1_3883678	1	3883678	-0.574085717213246
1_3889984	1	3889984	-0.80894749051191
1_3890824	1	3890824	-0.603628582534404
1_3890943	1	3890943	-0.984749058290892
1_3891029	1	3891029	-0.702485180977045
1_3891765	1	3891765	-0.534087649281327
1_4711993	1	4711993	-0.74002954983718
1_5863309	1	5863309	-0.78266400242143
1_5864423	1	5864423	-0.963771924524572
1_5864440	1	5864440	-1.06941938227788
1_5866447	1	5866447	-0.653669265033999
1_5875036	1	5875036	-0.744984431779945
1_5875098	1	5875098	-0.448696158050682
1_5877102	1	5877102	-0.69081315296878
1_5880206	1	5880206	-0.94912514856017
1_5890953	1	5890953	-0.5005350895703
1_5904731	1	5904731	-0.573616013467964
1_5905324	1	5905324	-0.915958284624971
1_5905764	1	5905764	-0.813773295665284
1_5909185	1	5909185	-1.05917869402508
1_5948118	1	5948118	-0.782475279150719
1_5978411	1	5978411	-1.09048099780571
1_6073370	1	6073370	-0.935704632797849
1_6082248	1	6082248	-0.905403771130853
1_6082379	1	6082379	-0.918098252939546
1_6085742	1	6085742	-0.790427402541112
1_6085837	1	6085837	-1.29426063460886
1_6085846	1	6085846	-1.27105324344753
1_6085878	1	6085878	-1.50634265879842
1_6085974	1	6085974	-1.38208455583628
1_6086245	1	6086245	-1.2996223956443
1_6088993	1	6088993	-1.08405472864628
1_6098502	1	6098502	-0.985345336472924
1_6099890	1	6099890	-0.859857810463083
1_6099973	1	6099973	-0.701197635116585
1_6109928	1	6109928	-1.11905015000248
1_6124032	1	6124032	-1.07111567293878
1_6125548	1	6125548	-0.699146895551823
1_6130155	1	6130155	-0.94912514856017
1_6130255	1	6130255	-0.82061040803749
1_6136809	1	6136809	-0.451625489089354
1_6149303	1	6149303	-0.544283416387215
1_6152418	1	6152418	-1.14552236136367
1_6152469	1	6152469	-1.0613346521462
1_6207418	1	6207418	-1.06460236598011
1_6208898	1	6208898	-0.813063598984142
1_6208934	1	6208934	-0.719643302437403
1_6208961	1	6208961	-0.807106143687742
1_6209280	1	6209280	-0.911650443141508
1_6210409	1	6210409	-1.12497498395959
1_6211065	1	6211065	-1.18178590535045
1_6212018	1	6212018	-0.466524365468692
1_6212030	1	6212030	-0.385224263366844
1_6213147	1	6213147	-0.96348044153724
1_6218354	1	6218354	-1.28302588511361
1_6225119	1	6225119	-0.826268400774637
1_6235898	1	6235898	-0.850944754621267
1_6244394	1	6244394	-1.10259962922189
1_6245232	1	6245232	-0.792399644872717
1_6250433	1	6250433	-0.647096611110513
1_6250614	1	6250614	-0.0935150578953451
1_6254623	1	6254623	-1.03158730875214
1_6294955	1	6294955	-1.05274777963433
1_6339467	1	6339467	-1.57531031200784
1_6349836	1	6349836	-0.964722003611189
1_6425205	1	6425205	-1.03401404614668
1_6440652	1	6440652	-1.23863176575516
1_6441049	1	6441049	-0.814824056848579
1_6445735	1	6445735	-0.710965411365406
1_6447451	1	6447451	-0.873574115552994
1_6448769	1	6448769	-1.10197663664354
1_6448885	1	6448885	-0.820968797069488
1_6449070	1	6449070	-1.35284733461118
1_6452055	1	6452055	-1.09596653688944
1_6454481	1	6454481	-0.463698321389929
1_6461443	1	6461443	-0.873176295326872
1_6462158	1	6462158	-1.01325548597989
1_6462984	1	6462984	-0.929496341811238
1_6463050	1	6463050	-0.715385049520415
1_6464643	1	6464643	-0.60335031171844
1_6468242	1	6468242	-0.728999334195668
1_6468255	1	6468255	-0.696359078180204
1_6468378	1	6468378	-0.756480070617775
1_6468505	1	6468505	-0.396584125531392
1_6469128	1	6469128	-0.888371117481074
1_6469143	1	6469143	-0.837808125696012
1_6473275	1	6473275	-1.01951447645157
1_6473333	1	6473333	-0.913205574305228
1_6474072	1	6474072	-0.938154030739167
1_6474109	1	6474109	-0.99887818375727
1_6474583	1	6474583	-1.14790501267467
1_6475089	1	6475089	-1.17540100438385
1_6475992	1	6475992	-1.46369832138993
1_6476016	1	6476016	-1.53408764928133
1_6506029	1	6506029	-0.875124567116394
1_6506064	1	6506064	-0.891022193996602
1_6506148	1	6506148	-1.22214364296659
1_6550472	1	6550472	-1.16413803953102
1_6554475	1	6554475	-0.384340529776644
1_6555384	1	6555384	-1.01951447645157
1_6555409	1	6555409	-1.00966669049522
1_6571046	1	6571046	-0.840190777007007
1_6571204	1	6571204	-0.475193960227758
1_6574642	1	6574642	-1.11905015000248
1_6575249	1	6575249	-0.554846209448124
1_6578719	1	6578719	-0.136752151735942
1_6579332	1	6579332	-0.501666171588949
1_6579376	1	6579376	-0.68030839013237
1_6581000	1	6581000	-1.29307954977753
1_6593421	1	6593421	-0.851827947205256
1_6633012	1	6633012	-0.608088230725103
1_6633037	1	6633037	-0.834954128640859
1_6634039	1	6634039	-0.814583025181343
1_6634059	1	6634059	-0.75399480722818
1_6635690	1	6635690	-0.865709140372533
1_6636172	1	6636172	-0.895085308847281
1_6638330	1	6638330	-1.05181081253473
1_6644575	1	6644575	-0.661322837577434
1_6645814	1	6645814	-1.59067117764769
1_6645884	1	6645884	-1.22923306775291
1_6651086	1	6651086	-1.0972237875493
1_6825174	1	6825174	-0.861068971894974
1_7370160	1	7370160	-0.834482582619048
1_7370205	1	7370205	-0.846555414919623
1_7621940	1	7621940	-1.08036968183842
1_7663474	1	7663474	-1.19198167245633
1_7663528	1	7663528	-1.43893041624099
1_7664502	1	7664502	-0.653669265033999
1_7664637	1	7664637	-0.696938124963369
1_7664737	1	7664737	-1.07840816550514
1_7670988	1	7670988	-0.870269727848931
1_7732460	1	7732460	-1.01816679298982
1_7737485	1	7737485	-1.07840816550514
1_7738425	1	7738425	-1.13198920570998
1_7778168	1	7778168	-0.976959356756896
1_7809988	1	7809988	-0.48639090725003
1_7810546	1	7810546	-1.03429253182285
1_7819317	1	7819317	-0.554265531218957
1_7826538	1	7826538	-0.509840103034649
1_7826690	1	7826690	-1.11623513439543
1_7827439	1	7827439	-1.39843254992376
1_7827501	1	7827501	-0.779200147117858
1_7827519	1	7827519	-0.707307228636072
1_7827709	1	7827709	-0.71592597226714
1_7829881	1	7829881	-0.606732951113093
1_7829887	1	7829887	-0.641943639041994
1_7829993	1	7829993	-0.598217986701042
1_7830004	1	7830004	-0.641002853197838
1_7830049	1	7830049	-0.572055499480347
1_7842655	1	7842655	-0.94912514856017
1_7842676	1	7842676	-0.959541764505509
1_7846697	1	7846697	-0.840600691782001
1_7852915	1	7852915	-1.016869755196
1_7852944	1	7852944	-0.823594266476312
1_7935030	1	7935030	-0.624690198062233
1_7939911	1	7939911	-0.854660464556678
1_8013850	1	8013850	-0.678767401920518
1_8013869	1	8013869	-0.672117800173772
1_8013883	1	8013883	-0.573157213959919
1_8014274	1	8014274	-0.960713122835382
1_8330435	1	8330435	-0.878241662403661
1_8330720	1	8330720	-1.31727626020818
1_8330828	1	8330828	-1.00801883761374
1_8335614	1	8335614	-0.364162647839014
1_8339614	1	8339614	-1.14616199561972
1_8343775	1	8343775	-0.777358800293691
1_8343908	1	8343908	-0.686090742726377
1_8355558	1	8355558	-0.609049706962548
1_8358650	1	8358650	-0.933005483196893
1_8358860	1	8358860	-0.667354180144791
1_8359794	1	8359794	-0.339915101592337
1_8360375	1	8360375	-0.928366588393373
